"Mod name","Registry name","Item ID","Display name"
"Alex's Caves","alexscaves:nuclear_siren",13864,"Nuclear Siren"
"Alex's Caves","alexscaves:occult_gem",13654,"Occult Gem"
"Alex's Caves","alexscaves:ominous_catalyst",13583,"Ominous Catalyst"
"Alex's Caves","alexscaves:ortholance",13641,"Ortholance"
"Alex's Caves","alexscaves:ortholance_inventory",13642,"Ortholance"
"Alex's Caves","alexscaves:packed_galena",13715,"Packed Galena"
"Alex's Caves","alexscaves:pearl",13625,"Pearl"
"Alex's Caves","alexscaves:peering_coprolith",13938,"Peering Coprolith"
"Alex's Caves","alexscaves:peppermint_powder",11494,"Peppermint Powder"
"Alex's Caves","alexscaves:pewen_boat",13562,"Pewen Boat"
"Alex's Caves","alexscaves:pewen_branch",13809,"Pewen Branch"
"Alex's Caves","alexscaves:pewen_button",13807,"Pewen Button"
"Alex's Caves","alexscaves:pewen_chest_boat",13563,"Pewen Boat with Chest"
"Alex's Caves","alexscaves:pewen_door",13559,"Pewen Door"
"Alex's Caves","alexscaves:pewen_fence",13804,"Pewen Fence"
"Alex's Caves","alexscaves:pewen_fence_gate",13808,"Pewen Fence Gate"
"Alex's Caves","alexscaves:pewen_hanging_sign",13561,"Pewen Hanging Sign"
"Alex's Caves","alexscaves:pewen_log",13797,"Pewen Log"
"Alex's Caves","alexscaves:pewen_pines",13810,"Pewen Pines"
"Alex's Caves","alexscaves:pewen_planks",13801,"Pewen Planks"
"Alex's Caves","alexscaves:pewen_pressure_plate",13805,"Pewen Pressure Plate"
"Alex's Caves","alexscaves:pewen_sap",13568,"Pewen Sap"
"Alex's Caves","alexscaves:pewen_sapling",13811,"Pewen Sapling"
"Alex's Caves","alexscaves:pewen_sign",13560,"Pewen Sign"
"Alex's Caves","alexscaves:pewen_slab",13803,"Pewen Slab"
"Alex's Caves","alexscaves:pewen_stairs",13802,"Pewen Stairs"
"Alex's Caves","alexscaves:pewen_trapdoor",13806,"Pewen Trapdoor"
"Alex's Caves","alexscaves:pewen_wood",13798,"Pewen Wood"
"Alex's Caves","alexscaves:pine_nuts",13567,"Pine Nuts"
"Alex's Caves","alexscaves:ping_pong_sponge",13905,"Ping-Pong Sponge"
"Alex's Caves","alexscaves:polarity_armor_trim_smithing_template",13558,"Smithing Template"
"Alex's Caves","alexscaves:polymer_plate",13603,"Polymer Plate"
"Alex's Caves","alexscaves:porous_coprolith",13937,"Porous Coprolith"
"Alex's Caves","alexscaves:primal_magma",13821,"Primal Magma"
"Alex's Caves","alexscaves:primitive_club",13576,"Primitive Club"
"Alex's Caves","alexscaves:primitive_club_inventory",13577,"Primitive Club"
"Alex's Caves","alexscaves:primordial_helmet",13578,"Primordial Helmet"
"Alex's Caves","alexscaves:primordial_pants",13580,"Primordial Pants"
"Alex's Caves","alexscaves:primordial_soup",13573,"Primordial Soup"
"Alex's Caves","alexscaves:primordial_tunic",13579,"Primordial Tunic"
"Alex's Caves","alexscaves:pure_darkness",13661,"Pure Darkness"
"Alex's Caves","alexscaves:purple_soda_bottle",11472,"Purple Soda Bottle"
"Alex's Caves","alexscaves:purple_soda_bottle_rocket",11511,"Purple Soda Bottle Rocket"
"Alex's Caves","alexscaves:purple_soda_bucket",11471,"Bucket of Purple Soda"
"Alex's Caves","alexscaves:quarry",13745,"Magnetic Quarry"
"Alex's Caves","alexscaves:quarry_smasher",13553,"Magnetic Quarry Smasher"
"Alex's Caves","alexscaves:radgill",13592,"Radgill"
"Alex's Caves","alexscaves:radgill_bucket",13591,"Bucket of Radgill"
"Alex's Caves","alexscaves:radiant_essence",11502,"Radiant Essence"
"Alex's Caves","alexscaves:radon_bottle",13597,"Bottle of Radon"
"Alex's Caves","alexscaves:radon_lamp_black",13880,"Black Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_blue",13876,"Blue Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_brown",13877,"Brown Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_cyan",13874,"Cyan Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_gray",13872,"Gray Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_green",13878,"Green Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_light_blue",13868,"Light Blue Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_light_gray",13873,"Light Gray Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_lime",13870,"Lime Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_magenta",13867,"Magenta Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_orange",13866,"Orange Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_pink",13871,"Pink Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_purple",13875,"Purple Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_red",13879,"Red Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_white",13865,"White Radon Lamp"
"Alex's Caves","alexscaves:radon_lamp_yellow",13869,"Yellow Radon Lamp"
"Alex's Caves","alexscaves:radrock",13824,"Radrock"
"Alex's Caves","alexscaves:radrock_brick_slab",13830,"Radrock Brick Slab"
"Alex's Caves","alexscaves:radrock_brick_stairs",13829,"Radrock Brick Stairs"
"Alex's Caves","alexscaves:radrock_brick_wall",13831,"Radrock Brick Wall"
"Alex's Caves","alexscaves:radrock_bricks",13828,"Radrock Bricks"
"Alex's Caves","alexscaves:radrock_chiseled",13832,"Chiseled Radrock"
"Alex's Caves","alexscaves:radrock_slab",13826,"Radrock Slab"
"Alex's Caves","alexscaves:radrock_stairs",13825,"Radrock Stairs"
"Alex's Caves","alexscaves:radrock_uranium_ore",13833,"Radrock Uranium Ore"
"Alex's Caves","alexscaves:radrock_wall",13827,"Radrock Wall"
"Alex's Caves","alexscaves:rainbounce_boots",11495,"Rainbounce Boots"
"Alex's Caves","alexscaves:raw_azure_neodymium",13546,"Raw Azure Neodymium"
"Alex's Caves","alexscaves:raw_scarlet_neodymium",13545,"Raw Scarlet Neodymium"
"Alex's Caves","alexscaves:raygun",13611,"Raygun"
"Alex's Caves","alexscaves:relicheirus_egg",13792,"Relicheirus Egg"
"Alex's Caves","alexscaves:remote_detonator",13610,"Remote Detonator"
"Alex's Caves","alexscaves:resistor_shield",13557,"Resistor Shield"
"Alex's Caves","alexscaves:rock_candy_black",13440,"Black Rock Candy"
"Alex's Caves","alexscaves:rock_candy_blue",13436,"Blue Rock Candy"
"Alex's Caves","alexscaves:rock_candy_brown",13437,"Brown Rock Candy"
"Alex's Caves","alexscaves:rock_candy_cyan",13434,"Cyan Rock Candy"
"Alex's Caves","alexscaves:rock_candy_gray",13432,"Gray Rock Candy"
"Alex's Caves","alexscaves:rock_candy_green",13438,"Green Rock Candy"
"Alex's Caves","alexscaves:rock_candy_light_blue",13428,"Light Blue Rock Candy"
"Alex's Caves","alexscaves:rock_candy_light_gray",13433,"Light Gray Rock Candy"
"Alex's Caves","alexscaves:rock_candy_lime",13430,"Lime Rock Candy"
"Alex's Caves","alexscaves:rock_candy_magenta",13427,"Magenta Rock Candy"
"Alex's Caves","alexscaves:rock_candy_orange",13426,"Orange Rock Candy"
"Alex's Caves","alexscaves:rock_candy_pink",13431,"Pink Rock Candy"
"Alex's Caves","alexscaves:rock_candy_purple",13435,"Purple Rock Candy"
"Alex's Caves","alexscaves:rock_candy_red",13439,"Red Rock Candy"
"Alex's Caves","alexscaves:rock_candy_white",13425,"White Rock Candy"
"Alex's Caves","alexscaves:rock_candy_yellow",13429,"Yellow Rock Candy"
"Alex's Caves","alexscaves:rusty_barrel",13843,"Rusty Barrel"
"Alex's Caves","alexscaves:rusty_rebar",13844,"Rusty Rebar"
"Alex's Caves","alexscaves:rusty_scaffolding",13845,"Rusty Scaffolding"
"Alex's Caves","alexscaves:rusty_scrap_metal",13841,"Rusty Scrap Metal"
"Alex's Caves","alexscaves:rusty_scrap_metal_plate",13842,"Rusty Scrap Metal Plate"
"Alex's Caves","alexscaves:sack_of_sating",11503,"Sack of Sating"
"Alex's Caves","alexscaves:scarlet_magnet",13739,"Scarlet Magnet"
"Alex's Caves","alexscaves:scarlet_neodymium_ingot",13547,"Scarlet Neodymium Ingot"
"Alex's Caves","alexscaves:scarlet_neodymium_node",13733,"Scarlet Neodymium Node"
"Alex's Caves","alexscaves:scarlet_neodymium_pillar",13735,"Scarlet Neodymium Pillar"
"Alex's Caves","alexscaves:scrap_metal",13728,"Scrap Metal"
"Alex's Caves","alexscaves:scrap_metal_plate",13729,"Scrap Metal Plate"
"Alex's Caves","alexscaves:sea_glass_shards",13628,"Sea Glass Shards"
"Alex's Caves","alexscaves:sea_pig",13621,"Sea Pig"
"Alex's Caves","alexscaves:sea_pig_bucket",13620,"Bucket of Sea Pig"
"Alex's Caves","alexscaves:sea_staff",13639,"Sea Staff"
"Alex's Caves","alexscaves:sea_staff_inventory",13640,"Sea Staff"
"Alex's Caves","alexscaves:seeking_arrow",13555,"Seeking Arrow"
"Alex's Caves","alexscaves:seething_stew",13572,"Seething Stew"
"Alex's Caves","alexscaves:serene_salad",13571,"Serene Salad"
"Alex's Caves","alexscaves:shadow_silk",13662,"Shadow Silk"
"Alex's Caves","alexscaves:sharpened_candy_cane",11493,"Sharpened Candy Cane"
"Alex's Caves","alexscaves:shot_gum",11497,"Shot Gum"
"Alex's Caves","alexscaves:siren_light",13863,"Siren Light"
"Alex's Caves","alexscaves:slam",13600,"Slam"
"Alex's Caves","alexscaves:small_peppermint",11546,"Small Peppermint"
"Alex's Caves","alexscaves:smooth_bone",13900,"Smooth Bone Block"
"Alex's Caves","alexscaves:smooth_bone_slab",13902,"Smooth Bone Slab"
"Alex's Caves","alexscaves:smooth_bone_stairs",13901,"Smooth Bone Stairs"
"Alex's Caves","alexscaves:smooth_bone_wall",13903,"Smooth Bone Wall"
"Alex's Caves","alexscaves:smooth_coprolith",13932,"Smooth Coprolith"
"Alex's Caves","alexscaves:smooth_coprolith_slab",13934,"Smooth Coprolith Slab"
"Alex's Caves","alexscaves:smooth_coprolith_stairs",13933,"Smooth Coprolith Stairs"
"Alex's Caves","alexscaves:smooth_coprolith_wall",13935,"Smooth Coprolith Wall"
"Alex's Caves","alexscaves:smooth_limestone",13752,"Smooth Limestone"
"Alex's Caves","alexscaves:smooth_limestone_slab",13754,"Smooth Limestone Slab"
"Alex's Caves","alexscaves:smooth_limestone_stairs",13753,"Smooth Limestone Stairs"
"Alex's Caves","alexscaves:smooth_limestone_wall",13755,"Smooth Limestone Wall"
"Alex's Caves","alexscaves:spawn_egg_atlatitan",13688,"Atlatitan Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_boundroid",13678,"Boundroid Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_brainiac",13691,"Brainiac Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_candicorn",11522,"Candicorn Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_caniac",11520,"Caniac Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_caramel_cube",11524,"Caramel Cube Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_corrodent",13707,"Corrodent Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_deep_one",13700,"Deep One Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_deep_one_knight",13701,"Deep One Knight Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_deep_one_mage",13702,"Deep One Mage Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_ferrouslime",13679,"Ferrouslime Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_forsaken",13709,"Forsaken Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_gammaroach",13692,"Gammaroach Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_gingerbread_man",11527,"Gingerbread Man Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_gloomoth",13704,"Gloomoth Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_gossamer_worm",13698,"Gossamer Worm Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_grottoceratops",13683,"Grottoceratops Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_gum_worm",11523,"Gum Worm Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_gumbeeper",11521,"Gumbeeper Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_gummy_bear",11525,"Gummy Bear Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_hullbreaker",13697,"Hullbreaker Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_lanternfish",13695,"Lanternfish Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_licowitch",11526,"Licowitch Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_luxtructosaurus",13687,"Luxtructosaurus Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_magnetron",13677,"Magnetron Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_mine_guardian",13703,"Mine Guardian Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_notor",13680,"Notor Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_nucleeper",13689,"Nucleeper Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_radgill",13690,"Radgill Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_raycat",13693,"Raycat Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_relicheirus",13686,"Relicheirus Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_sea_pig",13696,"Sea Pig Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_subterranodon",13681,"Subterranodon Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_sweetish_fish",11519,"Sweetish Fish Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_teletor",13676,"Teletor Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_tremorsaurus",13685,"Tremorsaurus Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_tremorzilla",13694,"Tremorzilla Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_trilocaris",13684,"Trilocaris Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_tripodfish",13699,"Tripodfish Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_underzealot",13705,"Underzealot Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_vallumraptor",13682,"Vallumraptor Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_vesper",13708,"Vesper Spawn Egg"
"Alex's Caves","alexscaves:spawn_egg_watcher",13706,"Watcher Spawn Egg"
"Alex's Caves","alexscaves:spelunkery_table",13710,"Spelunkery Table"
"Alex's Caves","alexscaves:spelunkie",13599,"Spelunkie"
"Alex's Caves","alexscaves:sprinkles",11551,"Sprinkles"
"Alex's Caves","alexscaves:stinky_fish",13648,"Stinky Fish"
"Alex's Caves","alexscaves:stripped_candy_cane_block",11556,"Stripped Candy Cane Block"
"Alex's Caves","alexscaves:stripped_candy_cane_pole",11558,"Stripped Candy Cane Pole"
"Alex's Caves","alexscaves:stripped_pewen_log",13799,"Stripped Pewen Log"
"Alex's Caves","alexscaves:stripped_pewen_wood",13800,"Stripped Pewen Wood"
"Alex's Caves","alexscaves:stripped_thornwood_log",13943,"Stripped Thornwood Log"
"Alex's Caves","alexscaves:stripped_thornwood_wood",13944,"Stripped Thornwood Wood"
"Alex's Caves","alexscaves:submarine",13629,"Submarine"
"Alex's Caves","alexscaves:subterranodon_egg",13788,"Subterranodon Egg"
"Alex's Caves","alexscaves:sugar_glass",11561,"Sugar Glass"
"Alex's Caves","alexscaves:sugar_staff",11504,"Sugar Staff"
"Alex's Caves","alexscaves:sugar_staff_inventory",11505,"Sugar Staff"
"Alex's Caves","alexscaves:sulfur",13851,"Sulfur"
"Alex's Caves","alexscaves:sulfur_bud_large",13854,"Large Sulfur Bud"
"Alex's Caves","alexscaves:sulfur_bud_medium",13853,"Medium Sulfur Bud"
"Alex's Caves","alexscaves:sulfur_bud_small",13852,"Small Sulfur Bud"
"Alex's Caves","alexscaves:sulfur_cluster",13855,"Sulfur Cluster"
"Alex's Caves","alexscaves:sulfur_dust",13596,"Sulfur Dust"
"Alex's Caves","alexscaves:sundae",11492,"Sundae"
"Alex's Caves","alexscaves:sundrop",11562,"Sundrop"
"Alex's Caves","alexscaves:sweet_puff",11535,"Sweet Puff"
"Alex's Caves","alexscaves:sweet_tooth",11501,"Sweet Tooth"
"Alex's Caves","alexscaves:sweetberry_ice_cream",11550,"Sweet Berry Ice Cream"
"Alex's Caves","alexscaves:sweetberry_ice_cream_scoop",11491,"Sweetberry Ice Cream Scoop"
"Alex's Caves","alexscaves:sweetish_fish_blue",11480,"Blue Sweetish Fish"
"Alex's Caves","alexscaves:sweetish_fish_blue_bucket",11475,"Bucket of Sweetish Fish"
"Alex's Caves","alexscaves:sweetish_fish_green",11479,"Green Sweetish Fish"
"Alex's Caves","alexscaves:sweetish_fish_green_bucket",11474,"Bucket of Sweetish Fish"
"Alex's Caves","alexscaves:sweetish_fish_pink",11482,"Pink Sweetish Fish"
"Alex's Caves","alexscaves:sweetish_fish_pink_bucket",11477,"Bucket of Sweetish Fish"
"Alex's Caves","alexscaves:sweetish_fish_red",11478,"Red Sweetish Fish"
"Alex's Caves","alexscaves:sweetish_fish_red_bucket",11473,"Bucket of Sweetish Fish"
"Alex's Caves","alexscaves:sweetish_fish_yellow",11481,"Yellow Sweetish Fish"
"Alex's Caves","alexscaves:sweetish_fish_yellow_bucket",11476,"Bucket of Sweetish Fish"
"Alex's Caves","alexscaves:tectonic_shard",13584,"Tectonic Shard"
"Alex's Caves","alexscaves:telecore",13549,"Telecore"
"Alex's Caves","alexscaves:tesla_bulb",13726,"Tesla Bulb"
"Alex's Caves","alexscaves:thin_bone",13896,"Thin Bone Block"
"Alex's Caves","alexscaves:thornwood_boat",13674,"Thornwood Boat"
"Alex's Caves","alexscaves:thornwood_branch",13941,"Thornwood Branch"
"Alex's Caves","alexscaves:thornwood_button",13951,"Thornwood Button"
"Alex's Caves","alexscaves:thornwood_chest_boat",13675,"Thornwood Boat with Chest"
"Alex's Caves","alexscaves:thornwood_door",13671,"Thornwood Door"
"Alex's Caves","alexscaves:thornwood_fence",13948,"Thornwood Fence"
"Alex's Caves","alexscaves:thornwood_fence_gate",13952,"Thornwood Fence Gate"
"Alex's Caves","alexscaves:thornwood_hanging_sign",13673,"Thornwood Hanging Sign"
"Alex's Caves","alexscaves:thornwood_log",13940,"Thornwood Log"
"Alex's Caves","alexscaves:thornwood_planks",13945,"Thornwood Planks"
"Alex's Caves","alexscaves:thornwood_pressure_plate",13949,"Thornwood Pressure Plate"
"Alex's Caves","alexscaves:thornwood_sapling",13953,"Thornwood Sapling"
"Alex's Caves","alexscaves:thornwood_sign",13672,"Thornwood Sign"
"Alex's Caves","alexscaves:thornwood_slab",13947,"Thornwood Slab"
"Alex's Caves","alexscaves:thornwood_stairs",13946,"Thornwood Stairs"
"Alex's Caves","alexscaves:thornwood_trapdoor",13950,"Thornwood Trapdoor"
"Alex's Caves","alexscaves:thornwood_wood",13942,"Thornwood Wood"
"Alex's Caves","alexscaves:totem_of_possession",13655,"Totem of Possession"
"Alex's Caves","alexscaves:tough_hide",13574,"Tough Hide"
"Alex's Caves","alexscaves:toxic_paste",13602,"Toxic Paste"
"Alex's Caves","alexscaves:tree_star",13819,"Tree Star"
"Alex's Caves","alexscaves:tremorsaurus_egg",13791,"Tremorsaurus Egg"
"Alex's Caves","alexscaves:tremorzilla_egg",13881,"Tremorzilla Egg"
"Alex's Caves","alexscaves:trilocaris_bucket",13564,"Bucket of Trilocaris"
"Alex's Caves","alexscaves:trilocaris_tail",13565,"Raw Trilocaris Tail"
"Alex's Caves","alexscaves:tripodfish",13618,"Tripodfish"
"Alex's Caves","alexscaves:tripodfish_bucket",13617,"Bucket of Tripodfish"
"Alex's Caves","alexscaves:tube_worm",13894,"Tube Worm"
"Alex's Caves","alexscaves:twilight_anemone",13907,"Twilight Anemone"
"Alex's Caves","alexscaves:underweed",13838,"Underweed"
"Alex's Caves","alexscaves:unrefined_waste",13849,"Unrefined Waste"
"Alex's Caves","alexscaves:uranium",13594,"Uranium"
"Alex's Caves","alexscaves:uranium_rod",13846,"Uranium Rod"
"Alex's Caves","alexscaves:uranium_shard",13595,"Uranium Shard"
"Alex's Caves","alexscaves:vallumraptor_egg",13789,"Vallumraptor Egg"
"Alex's Caves","alexscaves:vanilla_ice_cream",11548,"Vanilla Ice Cream"
"Alex's Caves","alexscaves:vanilla_ice_cream_scoop",11489,"Vanilla Ice Cream Scoop"
"Alex's Caves","alexscaves:vesper_stew",13660,"Vesper Stew"
"Alex's Caves","alexscaves:vesper_wing",13659,"Vesper Wing"
"Alex's Caves","alexscaves:volcanic_core",13823,"Volcanic Core"
"Alex's Caves","alexscaves:wafer_cookie_block",11539,"Wafer Cookie Block"
"Alex's Caves","alexscaves:wafer_cookie_slab",11541,"Wafer Cookie Slab"
"Alex's Caves","alexscaves:wafer_cookie_stairs",11540,"Wafer Cookie Stairs"
"Alex's Caves","alexscaves:wafer_cookie_wall",11542,"Wafer Cookie Wall"
"Alex's Caves","alexscaves:waste_drum",13840,"Waste Drum"
"Alex's Mobs","alexsmobs:acacia_blossom",2466,"Acacia Blossom"
"Alex's Mobs","alexsmobs:ambergris",2491,"Ambergris"
"Alex's Mobs","alexsmobs:ancient_dart",2432,"Ancient Dart"
"Alex's Mobs","alexsmobs:animal_dictionary",2420,"Animal Dictionary"
"Alex's Mobs","alexsmobs:banana",2431,"Banana"
"Alex's Mobs","alexsmobs:banana_peel",2568,"Banana Peel"
"Alex's Mobs","alexsmobs:banana_slug_slime",2563,"Banana Slug Slime"
"Alex's Mobs","alexsmobs:banana_slug_slime_block",2588,"Banana Slug Slime Block"
"Alex's Mobs","alexsmobs:banner_pattern_australia_0",2404,"Banner Pattern"
"Alex's Mobs","alexsmobs:banner_pattern_australia_1",2405,"Banner Pattern"
"Alex's Mobs","alexsmobs:banner_pattern_bear",2403,"Banner Pattern"
"Alex's Mobs","alexsmobs:banner_pattern_brazil",2407,"Banner Pattern"
"Alex's Mobs","alexsmobs:banner_pattern_new_mexico",2406,"Banner Pattern"
"Alex's Mobs","alexsmobs:bear_dust",2422,"Bear Dust"
"Alex's Mobs","alexsmobs:bear_fur",2421,"Hair of Bear"
"Alex's Mobs","alexsmobs:bison_carpet",2582,"Bison Fur Carpet"
"Alex's Mobs","alexsmobs:bison_fur",2532,"Bison Fur"
"Alex's Mobs","alexsmobs:bison_fur_block",2581,"Block of Bison Fur"
"Alex's Mobs","alexsmobs:blobfish",2458,"Blobfish"
"Alex's Mobs","alexsmobs:blobfish_bucket",2459,"Bucket of Blobfish"
"Alex's Mobs","alexsmobs:blood_sac",2434,"Blood Sac"
"Alex's Mobs","alexsmobs:blood_sprayer",2436,"Blood Sprayer"
"Alex's Mobs","alexsmobs:boiled_emu_egg",2481,"Boiled Emu Egg"
"Alex's Mobs","alexsmobs:bone_serpent_tooth",2426,"Bone Serpent Tooth"
"Alex's Mobs","alexsmobs:cachalot_whale_tooth",2492,"Cachalot Whale Tooth"
"Alex's Mobs","alexsmobs:caiman_egg",2590,"Caiman Egg"
"Alex's Mobs","alexsmobs:capsid",2576,"Capsid"
"Alex's Mobs","alexsmobs:centipede_leg",2448,"Cave Centipede Leg"
"Alex's Mobs","alexsmobs:centipede_leggings",2449,"Cave Centipede Leggings"
"Alex's Mobs","alexsmobs:chorus_on_a_stick",2438,"Chorus Fruit on a Stick"
"Alex's Mobs","alexsmobs:cockroach_ootheca",2465,"Cockroach Ootheca"
"Alex's Mobs","alexsmobs:cockroach_wing",2464,"Cockroach Wing"
"Alex's Mobs","alexsmobs:cockroach_wing_fragment",2463,"Cockroach Wing Fragment"
"Alex's Mobs","alexsmobs:comb_jelly_bucket",2528,"Bucket of Comb Jelly"
"Alex's Mobs","alexsmobs:cooked_catfish",2541,"Cooked Catfish"
"Alex's Mobs","alexsmobs:cooked_kangaroo_meat",2488,"Cooked Kangaroo Meat"
"Alex's Mobs","alexsmobs:cooked_lobster_tail",2442,"Cooked Lobster Tail"
"Alex's Mobs","alexsmobs:cooked_moose_ribs",2454,"Cooked Moose Ribs"
"Alex's Mobs","alexsmobs:cosmic_cod",2519,"Cosmic Cod"
"Alex's Mobs","alexsmobs:cosmic_cod_bucket",2530,"Bucket of Cosmic Cod"
"Alex's Mobs","alexsmobs:crocodile_chestplate",2429,"Crocodile Chestplate"
"Alex's Mobs","alexsmobs:crocodile_egg",2570,"Crocodile Egg"
"Alex's Mobs","alexsmobs:crocodile_scute",2428,"Crocodile Scute"
"Alex's Mobs","alexsmobs:crystalized_banana_slug_mucus",2589,"Crystallized Banana Slug Mucus"
"Alex's Mobs","alexsmobs:devils_hole_pupfish_bucket",2535,"Bucket of Devil's Hole Pupfish"
"Alex's Mobs","alexsmobs:dimensional_carver",2508,"Dimensional Carver"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_0",2408,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_1",2409,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_10",2418,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_2",2410,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_3",2411,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_4",2412,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_5",2413,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_6",2414,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_7",2415,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_8",2416,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dimensional_carver_shard_9",2417,"Dimensional Carver Shard"
"Alex's Mobs","alexsmobs:dropbear_claw",2486,"Dropbear Claw"
"Alex's Mobs","alexsmobs:echolocator",2493,"Echolocator"
"Alex's Mobs","alexsmobs:elastic_tendon",2554,"Elastic Tendon"
"Alex's Mobs","alexsmobs:emu_egg",2480,"Emu Egg"
"Alex's Mobs","alexsmobs:emu_feather",2482,"Emu Feather"
"Alex's Mobs","alexsmobs:emu_leggings",2483,"Outback Leggings"
"Alex's Mobs","alexsmobs:ender_residue",2585,"Ender Residue"
"Alex's Mobs","alexsmobs:enderiophage_rocket",2497,"Enderiophage Rocket"
"Alex's Mobs","alexsmobs:endolocator",2494,"Endolocator"
"Alex's Mobs","alexsmobs:falconry_glove",2500,"Falconry Glove"
"Alex's Mobs","alexsmobs:falconry_glove_hand",2499,"This is not a Falconry Glove"
"Alex's Mobs","alexsmobs:falconry_glove_inventory",2498,"This is not a Falconry Glove"
"Alex's Mobs","alexsmobs:falconry_hood",2501,"Falconry Hood"
"Alex's Mobs","alexsmobs:farseer_arm",2551,"Farseer Arm"
"Alex's Mobs","alexsmobs:fedora",2485,"Fedora"
"Alex's Mobs","alexsmobs:fish_bones",2545,"Fish Bones"
"Alex's Mobs","alexsmobs:fish_oil",2460,"Fish Oil"
"Alex's Mobs","alexsmobs:flying_fish",2542,"Flying Fish"
"Alex's Mobs","alexsmobs:flying_fish_boots",2543,"Flying Fish Boots"
"Alex's Mobs","alexsmobs:flying_fish_bucket",2544,"Bucket of Flying Fish"
"Alex's Mobs","alexsmobs:frilled_shark_bucket",2511,"Bucket of Frilled Shark"
"Alex's Mobs","alexsmobs:frontier_cap",2457,"Frontiersman's Cap"
"Alex's Mobs","alexsmobs:froststalker_helmet",2515,"Froststalker Helmet"
"Alex's Mobs","alexsmobs:froststalker_horn",2514,"Froststalker Horn"
